time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20180811:0410;;0.0;0.0;0.0;0.0;13.65;3.38;0.0
20180811:0510;;29.0;43.0;0.0;6.94;13.53;3.24;0.0
20180811:0610;;148.0;82.0;0.0;16.22;13.9;2.9;0.0
20180811:0710;;300.0;101.0;0.0;25.64;15.04;3.17;0.0
20180811:0810;;362.0;165.0;0.0;34.8;16.21;3.45;0.0
20180811:0910;;287.0;283.0;0.0;43.13;17.16;3.52;0.0
20180811:1010;;262.0;347.0;0.0;49.83;18.44;3.79;0.0
20180811:1110;;164.0;402.0;0.0;53.75;19.38;3.86;0.0
20180811:1210;;335.0;346.0;0.0;53.89;19.91;3.93;0.0
20180811:1310;;420.01;276.0;0.0;50.2;20.43;4.0;0.0
20180811:1410;;334.0;266.0;0.0;43.65;20.71;3.86;0.0
20180811:1510;;344.0;183.0;0.0;35.39;20.69;3.59;0.0
20180811:1610;;165.0;181.0;0.0;26.27;20.69;3.17;0.0
20180811:1710;;65.0;125.0;0.0;16.86;20.58;2.9;0.0
20180811:1810;;6.0;48.0;0.0;7.56;20.0;1.79;0.0
20180811:1910;;0.0;0.0;0.0;0.0;18.75;1.52;0.0
20180811:2010;;0.0;0.0;0.0;0.0;17.02;1.03;0.0
20180811:2110;;0.0;0.0;0.0;0.0;17.17;0.76;0.0
20180811:2210;;0.0;0.0;0.0;0.0;13.84;1.72;0.0
20180811:2310;;0.0;0.0;0.0;0.0;13.12;2.0;0.0
20180812:0010;;0.0;0.0;0.0;0.0;13.03;2.14;0.0
20180812:0110;;0.0;0.0;0.0;0.0;13.36;2.21;0.0
20180812:0210;;0.0;0.0;0.0;0.0;13.86;2.28;0.0
20180812:0310;;0.0;0.0;0.0;0.0;14.2;2.41;0.0
20180812:0410;;0.0;0.0;0.0;0.0;14.21;2.55;0.0
20180812:0510;;23.0;42.0;0.0;6.73;14.43;2.62;0.0
20180812:0610;;89.0;104.0;0.0;16.02;15.82;2.41;0.0
20180812:0710;;245.0;124.0;0.0;25.44;17.92;2.69;0.0
20180812:0810;;342.0;164.0;0.0;34.58;20.23;3.03;0.0
20180812:0910;;326.0;252.0;0.0;42.9;22.12;3.1;0.0
20180812:1010;;496.01;215.0;0.0;49.57;23.52;3.31;0.0
20180812:1110;;555.01;211.0;0.0;53.47;24.58;3.24;0.0
20180812:1210;;599.01;185.0;0.0;53.59;25.49;3.17;0.0
20180812:1310;;463.01;237.0;0.0;49.91;26.23;3.24;0.0
20180812:1410;;482.01;169.0;0.0;43.37;26.67;3.45;0.0
20180812:1510;;105.0;271.0;0.0;35.13;26.84;3.45;0.0
20180812:1610;;186.0;163.0;0.0;26.02;26.77;3.31;0.0
20180812:1710;;36.0;123.0;0.0;16.6;26.53;2.97;0.0
20180812:1810;;25.0;48.0;0.0;7.3;25.56;2.14;0.0
20180812:1910;;0.0;0.0;0.0;0.0;23.84;2.14;0.0
20180812:2010;;0.0;0.0;0.0;0.0;22.25;2.48;0.0
20180812:2110;;0.0;0.0;0.0;0.0;21.37;2.55;0.0
20180812:2210;;0.0;0.0;0.0;0.0;20.95;2.76;0.0
20180812:2310;;0.0;0.0;0.0;0.0;20.76;2.83;0.0
20180813:0010;;0.0;0.0;0.0;0.0;20.57;2.62;0.0
20180813:0110;;0.0;0.0;0.0;0.0;20.37;1.86;0.0
20180813:0210;;0.0;0.0;0.0;0.0;19.46;1.66;0.0
20180813:0310;;0.0;0.0;0.0;0.0;18.34;1.24;0.0
20180813:0410;;0.0;0.0;0.0;0.0;17.71;0.76;0.0
20180813:0510;;34.0;37.0;0.0;6.53;17.09;1.66;0.0
20180813:0610;;154.0;70.0;0.0;15.82;17.19;2.28;0.0
20180813:0710;;0.0;85.0;0.0;25.24;18.06;2.0;0.0
20180813:0810;;84.0;266.0;0.0;34.37;18.93;2.55;0.0
20180813:0910;;0.0;59.0;0.0;42.67;19.48;2.9;0.0
20180813:1010;;0.0;186.0;0.0;49.31;19.82;4.0;0.0
20180813:1110;;211.0;378.0;0.0;53.17;19.84;5.24;0.0
20180813:1210;;96.0;394.0;0.0;53.29;19.3;4.9;0.0
20180813:1310;;34.0;345.0;0.0;49.61;20.52;4.14;0.0
20180813:1410;;63.0;326.0;0.0;43.1;20.93;4.69;0.0
20180813:1510;;297.0;195.0;0.0;34.87;19.19;4.97;0.0
20180813:1610;;73.0;198.0;0.0;25.76;19.1;4.62;0.0
20180813:1710;;53.0;120.0;0.0;16.35;18.11;4.14;0.0
20180813:1810;;18.0;46.0;0.0;7.04;17.98;3.79;0.0
20180813:1910;;0.0;0.0;0.0;0.0;17.29;2.97;0.0
20180813:2010;;0.0;0.0;0.0;0.0;16.88;3.1;0.0
20180813:2110;;0.0;0.0;0.0;0.0;16.48;3.24;0.0
20180813:2210;;0.0;0.0;0.0;0.0;16.44;3.24;0.0
20180813:2310;;0.0;0.0;0.0;0.0;16.26;3.24;0.0
20180814:0010;;0.0;0.0;0.0;0.0;16.33;3.31;0.0
20180814:0110;;0.0;0.0;0.0;0.0;16.36;3.38;0.0
20180814:0210;;0.0;0.0;0.0;0.0;16.31;3.38;0.0
20180814:0310;;0.0;0.0;0.0;0.0;16.32;3.38;0.0
20180814:0410;;0.0;0.0;0.0;0.0;16.34;3.31;0.0
20180814:0510;;9.0;39.0;0.0;6.32;16.32;3.24;0.0
20180814:0610;;14.0;105.0;0.0;15.61;16.42;3.1;0.0
20180814:0710;;26.0;182.0;0.0;25.03;17.29;3.79;0.0
20180814:0810;;134.0;254.0;0.0;34.16;18.45;4.41;0.0
20180814:0910;;32.0;300.0;0.0;42.43;19.46;4.28;0.0
20180814:1010;;0.0;138.0;0.0;49.04;20.91;4.41;0.0
20180814:1110;;0.0;205.0;0.0;52.88;21.61;4.41;0.0
20180814:1210;;0.0;185.0;0.0;52.98;22.66;4.48;0.0
20180814:1310;;0.0;170.0;0.0;49.31;22.94;4.41;0.0
20180814:1410;;0.0;142.0;0.0;42.81;22.54;4.55;0.0
20180814:1510;;46.0;261.0;0.0;34.6;22.21;4.34;0.0
20180814:1610;;1.0;126.0;0.0;25.5;22.01;4.0;0.0
20180814:1710;;3.0;93.0;0.0;16.09;21.59;3.72;0.0
20180814:1810;;1.0;35.0;0.0;6.78;20.97;3.24;0.0
20180814:1910;;0.0;0.0;0.0;0.0;19.53;2.21;0.0
20180814:2010;;0.0;0.0;0.0;0.0;18.83;1.72;0.0
20180814:2110;;0.0;0.0;0.0;0.0;18.3;1.45;0.0
20180814:2210;;0.0;0.0;0.0;0.0;17.65;1.59;0.0
20180814:2310;;0.0;0.0;0.0;0.0;17.09;1.86;0.0
20180815:0010;;0.0;0.0;0.0;0.0;16.95;2.07;0.0
20180815:0110;;0.0;0.0;0.0;0.0;16.84;2.28;0.0
20180815:0210;;0.0;0.0;0.0;0.0;16.97;2.34;0.0
20180815:0310;;0.0;0.0;0.0;0.0;16.84;2.41;0.0
20180815:0410;;0.0;0.0;0.0;0.0;16.53;2.48;0.0
20180815:0510;;0.0;23.0;0.0;6.11;16.65;2.48;0.0
20180815:0610;;1.0;76.0;0.0;15.41;17.05;2.41;0.0
20180815:0710;;2.0;132.0;0.0;24.83;18.27;3.86;0.0
20180815:0810;;11.0;218.0;0.0;33.94;18.88;3.79;0.0
20180815:0910;;1.0;215.0;0.0;42.19;19.9;3.72;0.0
20180815:1010;;1.0;238.0;0.0;48.77;20.71;3.72;0.0
20180815:1110;;17.0;333.0;0.0;52.58;21.72;3.59;0.0
20180815:1210;;34.0;357.0;0.0;52.67;23.24;3.72;0.0
20180815:1310;;28.0;333.0;0.0;49.0;23.63;3.72;0.0
20180815:1410;;11.0;269.0;0.0;42.52;23.89;3.86;0.0
20180815:1510;;89.0;265.0;0.0;34.32;23.45;3.59;0.0
20180815:1610;;187.0;153.0;0.0;25.23;23.14;3.31;0.0
20180815:1710;;50.0;115.0;0.0;15.82;22.85;2.9;0.0
20180815:1810;;11.0;42.0;0.0;6.51;22.36;2.07;0.0
20180815:1910;;0.0;0.0;0.0;0.0;20.48;1.79;0.0
20180815:2010;;0.0;0.0;0.0;0.0;19.61;1.59;0.0
20180815:2110;;0.0;0.0;0.0;0.0;18.82;1.59;0.0
20180815:2210;;0.0;0.0;0.0;0.0;17.95;1.72;0.0
20180815:2310;;0.0;0.0;0.0;0.0;17.16;1.93;0.0
20180816:0010;;0.0;0.0;0.0;0.0;16.67;2.0;0.0
20180816:0110;;0.0;0.0;0.0;0.0;16.24;2.14;0.0
20180816:0210;;0.0;0.0;0.0;0.0;15.96;2.21;0.0
20180816:0310;;0.0;0.0;0.0;0.0;15.68;2.21;0.0
20180816:0410;;0.0;0.0;0.0;0.0;15.41;2.21;0.0
20180816:0510;;0.0;19.0;0.0;5.89;15.32;2.07;0.0
20180816:0610;;0.0;66.0;0.0;15.2;16.42;1.72;0.0
20180816:0710;;9.0;160.0;0.0;24.62;18.25;2.07;0.0
20180816:0810;;46.0;256.0;0.0;33.72;20.32;2.55;0.0
20180816:0910;;144.0;318.0;0.0;41.95;22.09;3.52;0.0
20180816:1010;;338.0;296.0;0.0;48.5;23.22;3.66;0.0
20180816:1110;;356.0;317.0;0.0;52.28;24.23;3.52;0.0
20180816:1210;;511.01;234.0;0.0;52.35;25.44;3.17;0.0
20180816:1310;;521.01;198.0;0.0;48.69;26.13;2.69;0.0
20180816:1410;;523.01;137.0;0.0;42.23;26.58;2.34;0.0
20180816:1510;;323.0;175.0;0.0;34.04;26.81;2.21;0.0
20180816:1610;;228.0;133.0;0.0;24.96;26.65;2.0;0.0
20180816:1710;;65.0;111.0;0.0;15.55;26.19;1.72;0.0
20180816:1810;;5.0;37.0;0.0;6.23;25.31;1.45;0.0
20180816:1910;;0.0;0.0;0.0;0.0;23.5;2.14;0.0
20180816:2010;;0.0;0.0;0.0;0.0;22.13;2.28;0.0
20180816:2110;;0.0;0.0;0.0;0.0;21.1;2.14;0.0
20180816:2210;;0.0;0.0;0.0;0.0;20.13;2.0;0.0
20180816:2310;;0.0;0.0;0.0;0.0;19.26;2.14;0.0
20180817:0010;;0.0;0.0;0.0;0.0;18.46;2.55;0.0
20180817:0110;;0.0;0.0;0.0;0.0;17.54;2.69;0.0
20180817:0210;;0.0;0.0;0.0;0.0;17.02;2.69;0.0
20180817:0310;;0.0;0.0;0.0;0.0;16.76;2.69;0.0
20180817:0410;;0.0;0.0;0.0;0.0;16.52;2.48;0.0
20180817:0510;;0.0;7.0;0.0;5.68;16.5;2.0;0.0
20180817:0610;;0.0;32.0;0.0;15.0;16.65;1.52;0.0
20180817:0710;;1.0;129.0;0.0;24.41;16.63;1.17;0.0
20180817:0810;;20.0;238.0;0.0;33.5;17.25;1.03;0.0
20180817:0910;;9.0;262.0;0.0;41.71;18.12;1.45;0.0
20180817:1010;;28.0;337.0;0.0;48.22;18.94;1.79;0.0
20180817:1110;;207.0;379.0;0.0;51.97;19.75;2.07;0.0
20180817:1210;;244.0;368.0;0.0;52.03;20.47;2.14;0.0
20180817:1310;;52.0;358.0;0.0;48.38;21.29;2.34;0.0
20180817:1410;;353.0;239.0;0.0;41.93;21.71;2.69;0.0
20180817:1510;;205.0;235.0;0.0;33.76;21.77;2.69;0.0
20180817:1610;;70.0;193.0;0.0;24.69;21.54;2.48;0.0
20180817:1710;;47.0;114.0;0.0;15.28;21.39;2.07;0.0
20180817:1810;;9.0;38.0;0.0;5.95;20.91;1.59;0.0
20180817:1910;;0.0;0.0;0.0;0.0;20.03;1.86;0.0
20180817:2010;;0.0;0.0;0.0;0.0;19.1;2.28;0.0
20180817:2110;;0.0;0.0;0.0;0.0;18.14;2.34;0.0
20180817:2210;;0.0;0.0;0.0;0.0;17.38;1.86;0.0
20180817:2310;;0.0;0.0;0.0;0.0;16.34;1.24;0.0
20180818:0010;;0.0;0.0;0.0;0.0;17.04;0.34;0.0
20180818:0110;;0.0;0.0;0.0;0.0;16.3;0.76;0.0
20180818:0210;;0.0;0.0;0.0;0.0;13.57;1.59;0.0
20180818:0310;;0.0;0.0;0.0;0.0;12.98;1.79;0.0
20180818:0410;;0.0;0.0;0.0;0.0;12.59;1.86;0.0
20180818:0510;;9.0;29.73;0.0;5.47;12.38;1.93;0.0
20180818:0610;;107.0;84.0;0.0;14.79;13.94;1.72;0.0
20180818:0710;;248.0;108.0;0.0;24.2;15.77;2.14;0.0
20180818:0810;;404.0;112.0;0.0;33.28;17.66;2.62;0.0
20180818:0910;;220.0;287.0;0.0;41.46;19.24;3.17;0.0
20180818:1010;;131.0;359.0;0.0;47.95;20.44;3.31;0.0
20180818:1110;;552.01;198.0;0.0;51.66;21.37;3.38;0.0
20180818:1210;;657.01;132.0;0.0;51.71;22.19;3.24;0.0
20180818:1310;;611.01;130.0;0.0;48.06;22.79;3.24;0.0
20180818:1410;;494.01;144.0;0.0;41.63;22.96;3.17;0.0
20180818:1510;;247.0;206.0;0.0;33.47;22.78;3.1;0.0
20180818:1610;;184.0;147.0;0.0;24.4;22.44;3.1;0.0
20180818:1710;;112.0;86.0;0.0;15.0;21.91;2.83;0.0
20180818:1810;;11.0;32.99;0.0;5.67;21.29;2.21;0.0
20180818:1910;;0.0;0.0;0.0;0.0;19.75;1.86;0.0
20180818:2010;;0.0;0.0;0.0;0.0;18.92;1.38;0.0
20180818:2110;;0.0;0.0;0.0;0.0;18.06;1.31;0.0
20180818:2210;;0.0;0.0;0.0;0.0;17.09;1.52;0.0
20180818:2310;;0.0;0.0;0.0;0.0;16.67;1.66;0.0
20180819:0010;;0.0;0.0;0.0;0.0;16.34;1.66;0.0
20180819:0110;;0.0;0.0;0.0;0.0;15.9;1.79;0.0
20180819:0210;;0.0;0.0;0.0;0.0;15.5;1.86;0.0
20180819:0310;;0.0;0.0;0.0;0.0;15.24;1.93;0.0
20180819:0410;;0.0;0.0;0.0;0.0;14.84;2.0;0.0
20180819:0510;;3.0;27.31;0.0;5.25;14.76;1.93;0.0
20180819:0610;;58.0;102.0;0.0;14.58;15.66;1.79;0.0
20180819:0710;;212.0;127.0;0.0;23.98;17.21;2.76;0.0
20180819:0810;;287.0;181.0;0.0;33.05;18.66;4.0;0.0
20180819:0910;;31.0;294.0;0.0;41.21;19.69;4.14;0.0
20180819:1010;;73.0;357.0;0.0;47.66;20.91;4.28;0.0
20180819:1110;;467.01;247.0;0.0;51.35;22.25;4.41;0.0
20180819:1210;;646.01;139.0;0.0;51.38;23.26;4.41;0.0
20180819:1310;;589.01;144.0;0.0;47.74;23.77;4.55;0.0
20180819:1410;;522.01;126.0;0.0;41.32;24.38;4.69;0.0
20180819:1510;;372.0;135.0;0.0;33.18;24.5;4.55;0.0
20180819:1610;;244.0;113.0;0.0;24.12;24.3;4.41;0.0
20180819:1710;;92.0;92.0;0.0;14.71;23.8;3.59;0.0
20180819:1810;;7.0;31.15;0.0;5.38;23.09;2.76;0.0
20180819:1910;;0.0;0.0;0.0;0.0;22.15;2.34;0.0
20180819:2010;;0.0;0.0;0.0;0.0;21.15;2.14;0.0
20180819:2110;;0.0;0.0;0.0;0.0;20.41;2.28;0.0
20180819:2210;;0.0;0.0;0.0;0.0;19.64;2.41;0.0
20180819:2310;;0.0;0.0;0.0;0.0;18.99;2.28;0.0
20180820:0010;;0.0;0.0;0.0;0.0;18.35;2.28;0.0
20180820:0110;;0.0;0.0;0.0;0.0;18.0;2.41;0.0
20180820:0210;;0.0;0.0;0.0;0.0;17.44;2.34;0.0
20180820:0310;;0.0;0.0;0.0;0.0;17.34;2.34;0.0
20180820:0410;;0.0;0.0;0.0;0.0;17.38;2.28;0.0
20180820:0510;;0.0;10.0;0.0;5.03;17.45;2.21;0.0
20180820:0610;;0.0;47.0;0.0;14.36;18.01;3.1;0.0
20180820:0710;;0.0;73.0;0.0;23.77;18.83;2.97;0.0
20180820:0810;;0.0;100.0;0.0;32.82;19.42;2.9;0.0
20180820:0910;;0.0;153.0;0.0;40.96;19.92;2.76;0.0
20180820:1010;;0.0;168.0;0.0;47.38;20.92;2.62;0.0
20180820:1110;;1.0;253.0;0.0;51.03;21.66;2.55;0.0
20180820:1210;;3.0;277.0;0.0;51.05;22.58;2.55;0.0
20180820:1310;;11.0;295.0;0.0;47.41;23.06;2.48;0.0
20180820:1410;;0.0;137.0;0.0;41.01;23.16;2.55;0.0
20180820:1510;;7.0;206.0;0.0;32.88;23.41;2.55;0.0
20180820:1610;;5.0;146.0;0.0;23.83;23.29;2.55;0.0
20180820:1710;;2.0;80.0;0.0;14.42;22.57;1.86;0.0
20180820:1810;;0.0;13.0;0.0;5.09;21.97;1.72;0.0
20180820:1910;;0.0;0.0;0.0;0.0;20.49;0.97;0.0
20180820:2010;;0.0;0.0;0.0;0.0;19.95;0.9;0.0
20180820:2110;;0.0;0.0;0.0;0.0;19.44;0.76;0.0
20180820:2210;;0.0;0.0;0.0;0.0;19.14;0.62;0.0
20180820:2310;;0.0;0.0;0.0;0.0;19.02;0.55;0.0
20180821:0010;;0.0;0.0;0.0;0.0;18.3;0.9;0.0
20180821:0110;;0.0;0.0;0.0;0.0;17.84;0.97;0.0
20180821:0210;;0.0;0.0;0.0;0.0;17.61;0.9;0.0
20180821:0310;;0.0;0.0;0.0;0.0;17.4;0.83;0.0
20180821:0410;;0.0;0.0;0.0;0.0;17.65;0.62;0.0
20180821:0510;;7.0;26.25;0.0;4.81;18.12;0.21;0.0
20180821:0610;;46.0;101.0;0.0;14.15;18.15;0.34;0.0
20180821:0710;;69.0;179.0;0.0;23.55;19.74;0.69;0.0
20180821:0810;;348.0;142.0;0.0;32.59;20.59;0.55;0.0
20180821:0910;;17.0;272.0;0.0;40.71;21.79;0.21;0.0
20180821:1010;;214.0;336.0;0.0;47.09;22.87;0.28;0.0
20180821:1110;;103.0;380.0;0.0;50.71;23.22;0.76;0.0
20180821:1210;;185.0;370.0;0.0;50.71;23.61;0.97;0.0
20180821:1310;;325.0;290.0;0.0;47.08;24.18;0.83;0.0
20180821:1410;;67.0;312.0;0.0;40.69;24.37;0.62;0.0
20180821:1510;;74.0;254.0;0.0;32.58;24.65;0.28;0.0
20180821:1610;;98.0;174.0;0.0;23.53;24.7;0.28;0.0
20180821:1710;;72.0;95.0;0.0;14.13;24.42;0.76;0.0
20180821:1810;;3.0;26.27;0.0;4.79;23.82;0.76;0.0
20180821:1910;;0.0;0.0;0.0;0.0;22.83;1.72;0.0
20180821:2010;;0.0;0.0;0.0;0.0;21.08;1.66;0.0
20180821:2110;;0.0;0.0;0.0;0.0;19.69;1.52;0.0
20180821:2210;;0.0;0.0;0.0;0.0;18.8;1.45;0.0
20180821:2310;;0.0;0.0;0.0;0.0;18.43;1.31;0.0
20180822:0010;;0.0;0.0;0.0;0.0;18.19;1.24;0.0
20180822:0110;;0.0;0.0;0.0;0.0;18.12;1.1;0.0
20180822:0210;;0.0;0.0;0.0;0.0;18.18;0.9;0.0
20180822:0310;;0.0;0.0;0.0;0.0;18.03;0.83;0.0
20180822:0410;;0.0;0.0;0.0;0.0;17.53;1.03;0.0
20180822:0510;;3.0;23.33;0.0;4.59;17.02;1.24;0.0
20180822:0610;;10.0;92.0;0.0;13.94;18.3;0.9;0.0
20180822:0710;;38.0;175.0;0.0;23.34;19.84;1.31;0.0
20180822:0810;;149.0;236.0;0.0;32.36;21.37;1.52;0.0
20180822:0910;;398.01;192.0;0.0;40.45;22.97;1.59;0.0
20180822:1010;;544.01;163.0;0.0;46.8;24.17;1.72;0.0
20180822:1110;;348.0;304.0;0.0;50.39;25.27;2.07;0.0
20180822:1210;;195.0;365.0;0.0;50.37;25.97;2.76;0.0
20180822:1310;;224.0;331.0;0.0;46.75;26.26;2.97;0.0
20180822:1410;;256.0;266.0;0.0;40.37;26.36;2.97;0.0
20180822:1510;;265.0;187.0;0.0;32.27;26.19;2.76;0.0
20180822:1610;;196.0;130.0;0.0;23.24;26.03;2.48;0.0
20180822:1710;;65.0;95.0;0.0;13.84;25.42;2.28;0.0
20180822:1810;;2.0;22.56;0.0;4.49;24.44;1.79;0.0
20180822:1910;;0.0;0.0;0.0;0.0;22.64;2.07;0.0
20180822:2010;;0.0;0.0;0.0;0.0;21.38;2.07;0.0
20180822:2110;;0.0;0.0;0.0;0.0;20.34;1.79;0.0
20180822:2210;;0.0;0.0;0.0;0.0;19.21;1.45;0.0
20180822:2310;;0.0;0.0;0.0;0.0;18.39;0.97;0.0
20180823:0010;;0.0;0.0;0.0;0.0;18.81;0.62;0.0
20180823:0110;;0.0;0.0;0.0;0.0;18.48;0.34;0.0
20180823:0210;;0.0;0.0;0.0;0.0;17.67;0.76;0.0
20180823:0310;;0.0;0.0;0.0;0.0;16.35;1.03;0.0
20180823:0410;;0.0;0.0;0.0;0.0;15.39;1.24;0.0
20180823:0510;;3.0;22.32;0.0;4.37;14.94;1.52;0.0
20180823:0610;;64.0;91.0;0.0;13.72;16.65;1.31;0.0
20180823:0710;;50.0;175.0;0.0;23.12;18.67;2.34;0.0
20180823:0810;;34.0;236.0;0.0;32.13;20.07;3.66;0.0
20180823:0910;;24.0;279.0;0.0;40.19;21.29;4.14;0.0
20180823:1010;;37.0;330.0;0.0;46.51;22.5;4.21;0.0
20180823:1110;;15.0;318.0;0.0;50.07;23.95;4.69;0.0
20180823:1210;;232.0;349.0;0.0;50.03;24.51;4.83;0.0
20180823:1310;;339.0;275.0;0.0;46.41;24.75;4.83;0.0
20180823:1410;;455.01;153.0;0.0;40.05;24.09;4.76;0.0
20180823:1510;;79.0;248.0;0.0;31.96;23.46;4.48;0.0
20180823:1610;;233.0;105.0;0.0;22.93;23.01;3.86;0.0
20180823:1710;;63.0;92.0;0.0;13.54;22.56;3.1;0.0
20180823:1810;;2.0;22.53;0.0;4.19;22.07;2.34;0.0
20180823:1910;;0.0;0.0;0.0;0.0;21.2;2.48;0.0
20180823:2010;;0.0;0.0;0.0;0.0;20.41;2.69;0.0
20180823:2110;;0.0;0.0;0.0;0.0;19.7;3.24;0.0
20180823:2210;;0.0;0.0;0.0;0.0;19.15;3.45;0.0
20180823:2310;;0.0;0.0;0.0;0.0;18.76;3.17;0.0
20180824:0010;;0.0;0.0;0.0;0.0;18.17;3.45;0.0
20180824:0110;;0.0;0.0;0.0;0.0;17.61;3.86;0.0
20180824:0210;;0.0;0.0;0.0;0.0;16.96;4.14;0.0
20180824:0310;;0.0;0.0;0.0;0.0;16.4;4.21;0.0
20180824:0410;;0.0;0.0;0.0;0.0;16.12;4.0;0.0
20180824:0510;;0.0;3.0;0.0;4.15;15.89;4.14;0.0
20180824:0610;;8.0;88.0;0.0;13.5;15.54;4.14;0.0
20180824:0710;;23.0;168.0;0.0;22.9;15.44;4.14;0.0
20180824:0810;;39.0;244.0;0.0;31.89;16.03;4.07;0.0
20180824:0910;;364.0;216.0;0.0;39.93;16.93;4.0;0.0
20180824:1010;;242.0;328.0;0.0;46.22;17.83;4.28;0.0
20180824:1110;;333.0;317.0;0.0;49.74;18.52;4.62;0.0
20180824:1210;;94.0;380.0;0.0;49.68;18.84;5.03;0.0
20180824:1310;;68.0;353.0;0.0;46.07;18.78;5.1;0.0
20180824:1410;;66.0;310.0;0.0;39.72;18.63;4.97;0.0
20180824:1510;;0.0;129.0;0.0;31.64;18.51;4.76;0.0
20180824:1610;;93.0;172.0;0.0;22.63;18.19;4.62;0.0
20180824:1710;;6.0;85.0;0.0;13.23;17.76;4.21;0.0
20180824:1810;;1.0;19.78;0.0;3.88;17.24;3.24;0.0
20180824:1910;;0.0;0.0;0.0;0.0;16.65;3.1;0.0
20180824:2010;;0.0;0.0;0.0;0.0;15.88;2.97;0.0
20180824:2110;;0.0;0.0;0.0;0.0;15.47;3.1;0.0
20180824:2210;;0.0;0.0;0.0;0.0;15.24;3.45;0.0
20180824:2310;;0.0;0.0;0.0;0.0;14.6;3.66;0.0
20180825:0010;;0.0;0.0;0.0;0.0;13.92;3.79;0.0
20180825:0110;;0.0;0.0;0.0;0.0;13.38;4.0;0.0
20180825:0210;;0.0;0.0;0.0;0.0;12.53;4.28;0.0
20180825:0310;;0.0;0.0;0.0;0.0;11.62;4.97;0.0
20180825:0410;;0.0;0.0;0.0;0.0;11.36;6.07;0.0
20180825:0510;;1.0;15.83;0.0;3.92;11.13;5.31;0.0
20180825:0610;;34.0;97.0;0.0;13.29;11.06;4.83;0.0
20180825:0710;;19.0;165.0;0.0;22.67;11.54;5.59;0.0
20180825:0810;;33.0;240.0;0.0;31.66;12.57;5.38;0.0
20180825:0910;;0.0;187.0;0.0;39.67;13.53;5.45;0.0
20180825:1010;;27.0;324.0;0.0;45.92;14.4;5.45;0.0
20180825:1110;;142.0;379.0;0.0;49.41;15.36;5.59;0.0
20180825:1210;;193.0;368.0;0.0;49.33;16.19;5.45;0.0
20180825:1310;;132.0;355.0;0.0;45.72;16.3;5.31;0.0
20180825:1410;;427.01;177.0;0.0;39.39;16.59;5.1;0.0
20180825:1510;;53.0;247.0;0.0;31.33;16.62;4.97;0.0
20180825:1610;;148.0;149.0;0.0;22.32;16.01;4.97;0.0
20180825:1710;;109.0;70.0;0.0;12.93;14.95;3.66;0.0
20180825:1810;;3.0;19.28;0.0;3.57;13.83;2.97;0.0
20180825:1910;;0.0;0.0;0.0;0.0;13.63;1.86;0.0
20180825:2010;;0.0;0.0;0.0;0.0;12.85;1.93;0.0
20180825:2110;;0.0;0.0;0.0;0.0;12.36;2.0;0.0
20180825:2210;;0.0;0.0;0.0;0.0;11.94;2.0;0.0
20180825:2310;;0.0;0.0;0.0;0.0;11.54;1.93;0.0
20180826:0010;;0.0;0.0;0.0;0.0;11.03;1.93;0.0
20180826:0110;;0.0;0.0;0.0;0.0;10.5;2.0;0.0
20180826:0210;;0.0;0.0;0.0;0.0;10.23;2.0;0.0
20180826:0310;;0.0;0.0;0.0;0.0;9.83;2.0;0.0
20180826:0410;;0.0;0.0;0.0;0.0;9.46;2.0;0.0
20180826:0510;;1.0;13.84;0.0;3.7;9.18;2.0;0.0
20180826:0610;;69.0;86.0;0.0;13.07;10.12;1.72;0.0
20180826:0710;;214.0;113.0;0.0;22.45;11.4;1.86;0.0
20180826:0810;;391.0;108.0;0.0;31.42;13.27;2.21;0.0
20180826:0910;;470.01;145.0;0.0;39.41;15.29;2.62;0.0
20180826:1010;;359.01;267.0;0.0;45.62;17.0;3.38;0.0
20180826:1110;;422.01;263.0;0.0;49.07;18.14;4.21;0.0
20180826:1210;;84.0;373.0;0.0;48.98;18.66;4.41;0.0
20180826:1310;;51.0;339.0;0.0;45.38;18.56;4.41;0.0
20180826:1410;;124.0;304.0;0.0;39.06;18.73;4.48;0.0
20180826:1510;;0.0;96.0;0.0;31.0;18.76;3.93;0.0
20180826:1610;;13.0;153.0;0.0;22.01;18.35;3.1;0.0
20180826:1710;;5.0;77.0;0.0;12.61;17.2;2.21;0.0
20180826:1810;;1.0;14.8;0.0;3.26;16.23;2.55;0.0
20180826:1910;;0.0;0.0;0.0;0.0;16.14;4.0;0.0
20180826:2010;;0.0;0.0;0.0;0.0;15.56;4.34;0.0
20180826:2110;;0.0;0.0;0.0;0.0;15.43;4.83;0.0
20180826:2210;;0.0;0.0;0.0;0.0;15.46;5.72;0.0
20180826:2310;;0.0;0.0;0.0;0.0;15.93;6.28;0.0
20180827:0010;;0.0;0.0;0.0;0.0;16.53;6.62;0.0
20180827:0110;;0.0;0.0;0.0;0.0;16.54;6.76;0.0
20180827:0210;;0.0;0.0;0.0;0.0;15.83;6.48;0.0
20180827:0310;;0.0;0.0;0.0;0.0;15.18;6.07;0.0
20180827:0410;;0.0;0.0;0.0;0.0;15.22;5.86;0.0
20180827:0510;;0.0;6.0;0.0;3.47;15.47;5.59;0.0
20180827:0610;;0.0;57.0;0.0;12.85;15.82;5.31;0.0
